Country,Crime name,Year,Age,Sex,No of recorded cases,Source
United Republic of Tanzania,Kidnapping,2014,Total,Total,0,IAFQ
Uganda,Kidnapping,2014,Total,Total,223,IAFQ
Uzbekistan,Kidnapping,2014,Total,Total,39,IAFQ
Holy See,Kidnapping,2014,Total,Total,0,IAFQ
Kosovo under UNSCR 1244,Kidnapping,2014,Total,Total,26,IAFQ
South Africa,Kidnapping,2014,Total,Total,4692,IAFQ
Albania,Kidnapping,2015,Total,Total,8,IAFQ
Andorra,Kidnapping,2015,Total,Total,0,IAFQ
United Arab Emirates,Kidnapping,2015,Total,Total,82,IAFQ
Armenia,Kidnapping,2015,Total,Total,58,IAFQ
Antigua and Barbuda,Kidnapping,2015,Total,Total,4,IAFQ
Australia,Kidnapping,2015,Total,Total,532,IAFQ
Austria,Kidnapping,2015,Total,Total,3,IAFQ
Belgium,Kidnapping,2015,Total,Total,1171,IAFQ
Bulgaria,Kidnapping,2015,Total,Total,74,IAFQ
Bahamas,Kidnapping,2015,Total,Total,20,IAFQ
Bosnia and Herzegovina,Kidnapping,2015,Total,Total,0,IAFQ
Belarus,Kidnapping,2015,Total,Total,31,IAFQ
Belize,Kidnapping,2015,Total,Total,24,IAFQ
Bermuda,Kidnapping,2015,Total,Total,1,IAFQ
Bolivia (Plurinational State of),Kidnapping,2015,Total,Total,294,IAFQ
Brazil,Kidnapping,2015,Total,Total,473,IAFQ
Barbados,Kidnapping,2015,Total,Total,14,IAFQ
Bhutan,Kidnapping,2015,Total,Total,1,IAFQ
Canada,Kidnapping,2015,Total,Total,3593,IAFQ
Switzerland,Kidnapping,2015,Total,Total,4,IAFQ
Chile,Kidnapping,2015,Total,Total,279,IAFQ
Cameroon,Kidnapping,2015,Total,Total,985,IAFQ
Colombia,Kidnapping,2015,Total,Total,213,IAFQ
Cabo Verde,Kidnapping,2015,Total,Total,5,IAFQ
Costa Rica,Kidnapping,2015,Total,Total,11,IAFQ
Cyprus,Kidnapping,2015,Total,Total,0,IAFQ
Czechia,Kidnapping,2015,Total,Total,12,IAFQ
Germany,Kidnapping,2015,Total,Total,4763,IAFQ
Dominica,Kidnapping,2015,Total,Total,2,IAFQ
Dominican Republic,Kidnapping,2015,Total,Total,23,IAFQ
Algeria,Kidnapping,2015,Total,Total,517,IAFQ
Ecuador,Kidnapping,2015,Total,Total,1174,IAFQ
Spain,Kidnapping,2015,Total,Total,93,IAFQ
Estonia,Kidnapping,2015,Total,Total,0,IAFQ
Finland,Kidnapping,2015,Total,Total,1,IAFQ
France,Kidnapping,2015,Total,Total,3818,IAFQ
United Kingdom (England and Wales),Kidnapping,2015,Total,Total,3019,IAFQ
United Kingdom (Northern Ireland),Kidnapping,2015,Total,Total,65,IAFQ
United Kingdom (Scotland),Kidnapping,2015,Total,Total,228,IAFQ
Guinea-Bissau,Kidnapping,2015,Total,Total,7,IAFQ
Greece,Kidnapping,2015,Total,Total,89,IAFQ
Grenada,Kidnapping,2015,Total,Total,0,IAFQ
Guatemala,Kidnapping,2015,Total,Total,402,IAFQ
Guyana,Kidnapping,2015,Total,Total,0,IAFQ
Honduras,Kidnapping,2015,Total,Total,42,IAFQ
Croatia,Kidnapping,2015,Total,Total,0,IAFQ
Indonesia,Kidnapping,2015,Total,Total,380,IAFQ
Ireland,Kidnapping,2015,Total,Total,92,IAFQ
Italy,Kidnapping,2015,Total,Total,287,IAFQ
Jamaica,Kidnapping,2015,Total,Total,14,IAFQ
Japan,Kidnapping,2015,Total,Total,192,IAFQ
Kazakhstan,Kidnapping,2015,Total,Total,79,IAFQ
Kenya,Kidnapping,2015,Total,Total,110,IAFQ
Kyrgyzstan,Kidnapping,2015,Total,Total,54,IAFQ
Republic of Korea,Kidnapping,2015,Total,Total,79,IAFQ
Lebanon,Kidnapping,2015,Total,Total,1005,IAFQ
Liechtenstein,Kidnapping,2015,Total,Total,0,IAFQ
Sri Lanka,Kidnapping,2015,Total,Total,246,IAFQ
Lithuania,Kidnapping,2015,Total,Total,0,IAFQ
Luxembourg,Kidnapping,2015,Total,Total,53,IAFQ
Latvia,Kidnapping,2015,Total,Total,17,IAFQ
"China, Macao Special Administrative Region",Kidnapping,2015,Total,Total,0,IAFQ
Morocco,Kidnapping,2015,Total,Total,662,IAFQ
Monaco,Kidnapping,2015,Total,Total,1,IAFQ
Madagascar,Kidnapping,2015,Total,Total,11,IAFQ
Maldives,Kidnapping,2015,Total,Total,31,IAFQ
Mexico,Kidnapping,2015,Total,Total,1160,IAFQ
North Macedonia,Kidnapping,2015,Total,Total,11,IAFQ
Malta,Kidnapping,2015,Total,Total,0,IAFQ
Myanmar,Kidnapping,2015,Total,Total,0,IAFQ
Montenegro,Kidnapping,2015,Total,Total,0,IAFQ
Mongolia,Kidnapping,2015,Total,Total,2,IAFQ
Netherlands (Kingdom of the),Kidnapping,2015,Total,Total,435,IAFQ
New Zealand,Kidnapping,2015,Total,Total,336,IAFQ
Oman,Kidnapping,2015,Total,Total,6,IAFQ
Pakistan,Kidnapping,2015,Total,Total,18164,IAFQ
Panama,Kidnapping,2015,Total,Total,14,IAFQ
Peru,Kidnapping,2015,Total,Total,205,IAFQ
Poland,Kidnapping,2015,Total,Total,246,IAFQ
Portugal,Kidnapping,2015,Total,Total,369,IAFQ
Paraguay,Kidnapping,2015,Total,Total,2,IAFQ
Romania,Kidnapping,2015,Total,Total,295,IAFQ
Russian Federation,Kidnapping,2015,Total,Total,344,IAFQ
Senegal,Kidnapping,2015,Total,Total,2,IAFQ
El Salvador,Kidnapping,2015,Total,Total,19,IAFQ
Serbia,Kidnapping,2015,Total,Total,14,IAFQ
Slovakia,Kidnapping,2015,Total,Total,85,IAFQ
Slovenia,Kidnapping,2015,Total,Total,3,IAFQ
Thailand,Kidnapping,2015,Total,Total,304,IAFQ
Timor-Leste,Kidnapping,2015,Total,Total,5,IAFQ
Trinidad and Tobago,Kidnapping,2015,Total,Total,4,IAFQ
United Republic of Tanzania,Kidnapping,2015,Total,Total,0,IAFQ
Uruguay,Kidnapping,2015,Total,Total,49,IAFQ
Uzbekistan,Kidnapping,2015,Total,Total,37,IAFQ
Holy See,Kidnapping,2015,Total,Total,0,IAFQ
Venezuela (Bolivarian Republic of),Kidnapping,2015,Total,Total,312,IAFQ
Kosovo under UNSCR 1244,Kidnapping,2015,Total,Total,24,IAFQ
South Africa,Kidnapping,2015,Total,Total,5013,IAFQ
Albania,Kidnapping,2016,Total,Total,4,IAFQ
Andorra,Kidnapping,2016,Total,Total,0,IAFQ
United Arab Emirates,Kidnapping,2016,Total,Total,73,IAFQ
Armenia,Kidnapping,2016,Total,Total,51,IAFQ
Antigua and Barbuda,Kidnapping,2016,Total,Total,2,IAFQ
Australia,Kidnapping,2016,Total,Total,537,IAFQ
Austria,Kidnapping,2016,Total,Total,2,IAFQ
Azerbaijan,Kidnapping,2016,Total,Total,6,IAFQ
Belgium,Kidnapping,2016,Total,Total,1201,IAFQ
Bulgaria,Kidnapping,2016,Total,Total,70,IAFQ
Bahamas,Kidnapping,2016,Total,Total,17,IAFQ
Bosnia and Herzegovina,Kidnapping,2016,Total,Total,1,IAFQ
Belarus,Kidnapping,2016,Total,Total,29,IAFQ
Bolivia (Plurinational State of),Kidnapping,2016,Total,Total,89,IAFQ
Brazil,Kidnapping,2016,Total,Total,753,IAFQ
Barbados,Kidnapping,2016,Total,Total,11,IAFQ
Bhutan,Kidnapping,2016,Total,Total,1,IAFQ
Canada,Kidnapping,2016,Total,Total,3775,IAFQ
Switzerland,Kidnapping,2016,Total,Total,3,IAFQ
Chile,Kidnapping,2016,Total,Total,338,IAFQ
Cameroon,Kidnapping,2016,Total,Total,572,IAFQ
Colombia,Kidnapping,2016,Total,Total,207,IAFQ
Cabo Verde,Kidnapping,2016,Total,Total,23,IAFQ
Costa Rica,Kidnapping,2016,Total,Total,17,IAFQ
Cyprus,Kidnapping,2016,Total,Total,1,IAFQ
Czechia,Kidnapping,2016,Total,Total,18,IAFQ
Germany,Kidnapping,2016,Total,Total,4756,IAFQ
Dominica,Kidnapping,2016,Total,Total,4,IAFQ
Dominican Republic,Kidnapping,2016,Total,Total,21,IAFQ
Ecuador,Kidnapping,2016,Total,Total,972,IAFQ
Spain,Kidnapping,2016,Total,Total,94,IAFQ
Finland,Kidnapping,2016,Total,Total,3,IAFQ
France,Kidnapping,2016,Total,Total,3818,IAFQ
United Kingdom (England and Wales),Kidnapping,2016,Total,Total,3849,IAFQ
United Kingdom (Northern Ireland),Kidnapping,2016,Total,Total,81,IAFQ
United Kingdom (Scotland),Kidnapping,2016,Total,Total,230,IAFQ
Guinea-Bissau,Kidnapping,2016,Total,Total,13,IAFQ
Greece,Kidnapping,2016,Total,Total,61,IAFQ
Grenada,Kidnapping,2016,Total,Total,0,SOF/IAFQ
Guyana,Kidnapping,2016,Total,Total,0,SOF/IAFQ
Honduras,Kidnapping,2016,Total,Total,22,SOF/IAFQ
Croatia,Kidnapping,2016,Total,Total,1,SOF/IAFQ
Hungary,Kidnapping,2016,Total,Total,5,SOF/IAFQ
Indonesia,Kidnapping,2016,Total,Total,374,SOF/IAFQ
Ireland,Kidnapping,2016,Total,Total,74,SOF/IAFQ
Italy,Kidnapping,2016,Total,Total,197,SOF/IAFQ
Jamaica,Kidnapping,2016,Total,Total,11,SOF/IAFQ
Japan,Kidnapping,2016,Total,Total,228,SOF/IAFQ
Kyrgyzstan,Kidnapping,2016,Total,Total,53,SOF/IAFQ
Saint Kitts and Nevis,Kidnapping,2016,Total,Total,2,SOF/IAFQ
Republic of Korea,Kidnapping,2016,Total,Total,77,SOF/IAFQ
Liechtenstein,Kidnapping,2016,Total,Total,0,SOF/IAFQ
Sri Lanka,Kidnapping,2016,Total,Total,297,SOF/IAFQ
Lithuania,Kidnapping,2016,Total,Total,0,SOF/IAFQ
Luxembourg,Kidnapping,2016,Total,Total,50,SOF/IAFQ
Latvia,Kidnapping,2016,Total,Total,8,SOF/IAFQ
"China, Macao Special Administrative Region",Kidnapping,2016,Total,Total,0,SOF/IAFQ
Morocco,Kidnapping,2016,Total,Total,520,SOF/IAFQ
Monaco,Kidnapping,2016,Total,Total,1,SOF/IAFQ
Maldives,Kidnapping,2016,Total,Total,47,SOF/IAFQ
Mexico,Kidnapping,2016,Total,Total,1221,SOF/IAFQ
North Macedonia,Kidnapping,2016,Total,Total,10,SOF/IAFQ
Malta,Kidnapping,2016,Total,Total,0,SOF/IAFQ
Myanmar,Kidnapping,2016,Total,Total,3,SOF/IAFQ
Montenegro,Kidnapping,2016,Total,Total,2,SOF/IAFQ
Mongolia,Kidnapping,2016,Total,Total,1,SOF/IAFQ
Nicaragua,Kidnapping,2016,Total,Total,4,IAFQ
Netherlands (Kingdom of the),Kidnapping,2016,Total,Total,420,SOF/IAFQ
Nepal,Kidnapping,2016,Total,Total,20,SOF/IAFQ
New Zealand,Kidnapping,2016,Total,Total,392,SOF/IAFQ
Oman,Kidnapping,2016,Total,Total,5,SOF/IAFQ
Pakistan,Kidnapping,2016,Total,Total,18057,SOF/IAFQ
Panama,Kidnapping,2016,Total,Total,23,SOF/IAFQ
Peru,Kidnapping,2016,Total,Total,832,IAFQ
Philippines,Kidnapping,2016,Total,Total,201,IAFQ
Puerto Rico,Kidnapping,2016,Total,Total,47,IAFQ/NA
Portugal,Kidnapping,2016,Total,Total,296,SOF/IAFQ
Paraguay,Kidnapping,2016,Total,Total,3,IAFQ
Romania,Kidnapping,2016,Total,Total,346,IAFQ
Russian Federation,Kidnapping,2016,Total,Total,292,IAFQ
Saudi Arabia,Kidnapping,2016,Total,Total,64,IAFQ
El Salvador,Kidnapping,2016,Total,Total,26,SOF/IAFQ
Serbia,Kidnapping,2016,Total,Total,8,SOF/IAFQ
Slovakia,Kidnapping,2016,Total,Total,102,SOF/IAFQ
Slovenia,Kidnapping,2016,Total,Total,3,SOF/IAFQ
Thailand,Kidnapping,2016,Total,Total,1486,SOF/IAFQ
Timor-Leste,Kidnapping,2016,Total,Total,1,SOF/IAFQ
Uganda,Kidnapping,2016,Total,Total,938,IAFQ
Uruguay,Kidnapping,2016,Total,Total,28,IAFQ/NA
Uzbekistan,Kidnapping,2016,Total,Total,24,SOF/IAFQ
Saint Vincent and the Grenadines,Kidnapping,2016,Total,Total,9,IAFQ
Venezuela (Bolivarian Republic of),Kidnapping,2016,Total,Total,458,IAFQ
Kosovo under UNSCR 1244,Kidnapping,2016,Total,Total,22,IAFQ
South Africa,Kidnapping,2016,Total,Total,4991,IAFQ
Albania,Kidnapping,2017,Total,Total,2,SOF/IAFQ
Andorra,Kidnapping,2017,Total,Total,0,IAFQ
United Arab Emirates,Kidnapping,2017,Total,Total,67,IAFQ
Argentina,Kidnapping,2017,Total,Total,273,IAFQ
Armenia,Kidnapping,2017,Total,Total,35,IAFQ
Antigua and Barbuda,Kidnapping,2017,Total,Total,14,IAFQ
Australia,Kidnapping,2017,Total,Total,480,IAFQ
Austria,Kidnapping,2017,Total,Total,3,IAFQ
Azerbaijan,Kidnapping,2017,Total,Total,7,IAFQ
Belgium,Kidnapping,2017,Total,Total,1170,IAFQ
Benin,Kidnapping,2017,Total,Total,530,IAFQ
Bulgaria,Kidnapping,2017,Total,Total,102,IAFQ
Bahamas,Kidnapping,2017,Total,Total,11,IAFQ
Bosnia and Herzegovina,Kidnapping,2017,Total,Total,0,IAFQ
Belarus,Kidnapping,2017,Total,Total,21,IAFQ
Belize,Kidnapping,2017,Total,Total,5,SOF/IAFQ
Bermuda,Kidnapping,2017,Total,Total,0,SOF/IAFQ
Bolivia (Plurinational State of),Kidnapping,2017,Total,Total,40,SOF/IAFQ
Brazil,Kidnapping,2017,Total,Total,524,SOF/IAFQ
Barbados,Kidnapping,2017,Total,Total,10,SOF/IAFQ
Bhutan,Kidnapping,2017,Total,Total,0,SOF/IAFQ
Canada,Kidnapping,2017,Total,Total,3779,IAFQ
Switzerland,Kidnapping,2017,Total,Total,3,IAFQ
Chile,Kidnapping,2017,Total,Total,300,IAFQ
Cameroon,Kidnapping,2017,Total,Total,859,IAFQ/NA
Colombia,Kidnapping,2017,Total,Total,195,IAFQ
Cabo Verde,Kidnapping,2017,Total,Total,6,IAFQ
Costa Rica,Kidnapping,2017,Total,Total,10,IAFQ
Cyprus,Kidnapping,2017,Total,Total,9,IAFQ
Czechia,Kidnapping,2017,Total,Total,17,IAFQ
Germany,Kidnapping,2017,Total,Total,4625,IAFQ
Dominica,Kidnapping,2017,Total,Total,4,IAFQ
Ecuador,Kidnapping,2017,Total,Total,796,IAFQ
Spain,Kidnapping,2017,Total,Total,69,IAFQ
Estonia,Kidnapping,2017,Total,Total,0,IAFQ
Finland,Kidnapping,2017,Total,Total,2,SOF/IAFQ
United Kingdom (England and Wales),Kidnapping,2017,Total,Total,4528,IAFQ
United Kingdom (Northern Ireland),Kidnapping,2017,Total,Total,67,IAFQ
United Kingdom (Scotland),Kidnapping,2017,Total,Total,233,IAFQ
Greece,Kidnapping,2017,Total,Total,78,IAFQ
Grenada,Kidnapping,2017,Total,Total,0,IAFQ
Guatemala,Kidnapping,2017,Total,Total,293,IAFQ
Guyana,Kidnapping,2017,Total,Total,0,IAFQ
"China, Hong Kong Special Administrative Region",Kidnapping,2017,Total,Total,0,IAFQ
Honduras,Kidnapping,2017,Total,Total,20,IAFQ
Croatia,Kidnapping,2017,Total,Total,0,IAFQ
Hungary,Kidnapping,2017,Total,Total,3,PP/IAFQ
Indonesia,Kidnapping,2017,Total,Total,241,PP/IAFQ
Ireland,Kidnapping,2017,Total,Total,79,PP/IAFQ
Iraq (Central Iraq),Kidnapping,2017,Total,Total,87,PP/IAFQ
Italy,Kidnapping,2017,Total,Total,198,PP/IAFQ
Jamaica,Kidnapping,2017,Total,Total,12,PP/IAFQ
Kazakhstan,Kidnapping,2017,Total,Total,74,PP/IAFQ
Kenya,Kidnapping,2017,Total,Total,38,PP/IAFQ
Kyrgyzstan,Kidnapping,2017,Total,Total,48,PP/IAFQ
Saint Kitts and Nevis,Kidnapping,2017,Total,Total,1,PP/IAFQ
Republic of Korea,Kidnapping,2017,Total,Total,57,PP/IAFQ
Saint Lucia,Kidnapping,2017,Total,Total,13,PP/IAFQ
Sri Lanka,Kidnapping,2017,Total,Total,251,PP/IAFQ
Lithuania,Kidnapping,2017,Total,Total,0,PP/IAFQ
Luxembourg,Kidnapping,2017,Total,Total,46,PP/IAFQ
Latvia,Kidnapping,2017,Total,Total,4,PP/IAFQ
"China, Macao Special Administrative Region",Kidnapping,2017,Total,Total,0,PP/IAFQ
Morocco,Kidnapping,2017,Total,Total,764,PP/IAFQ
Republic of Moldova,Kidnapping,2017,Total,Total,56,PP/IAFQ
Maldives,Kidnapping,2017,Total,Total,34,PP/IAFQ
Mexico,Kidnapping,2017,Total,Total,1621,PP/IAFQ
North Macedonia,Kidnapping,2017,Total,Total,7,PP/IAFQ
Malta,Kidnapping,2017,Total,Total,0,PP/IAFQ
Myanmar,Kidnapping,2017,Total,Total,15,PP/IAFQ
Montenegro,Kidnapping,2017,Total,Total,0,PP/IAFQ
Mongolia,Kidnapping,2017,Total,Total,4,PP/IAFQ
Nicaragua,Kidnapping,2017,Total,Total,6,PP/IAFQ
Netherlands (Kingdom of the),Kidnapping,2017,Total,Total,400,PP/IAFQ
New Zealand,Kidnapping,2017,Total,Total,379,PP/IAFQ
Oman,Kidnapping,2017,Total,Total,14,PP/IAFQ
Pakistan,Kidnapping,2017,Total,Total,18363,PP/IAFQ
Panama,Kidnapping,2017,Total,Total,23,PP/IAFQ
Peru,Kidnapping,2017,Total,Total,1117,PP/IAFQ
Philippines,Kidnapping,2017,Total,Total,176,PP/IAFQ
Puerto Rico,Kidnapping,2017,Total,Total,30,PP/IAFQ
Portugal,Kidnapping,2017,Total,Total,292,PP/IAFQ
Paraguay,Kidnapping,2017,Total,Total,30,PP/IAFQ
State of Palestine,Kidnapping,2017,Total,Total,178,PP/IAFQ
Romania,Kidnapping,2017,Total,Total,311,PP/IAFQ
Russian Federation,Kidnapping,2017,Total,Total,320,PP/IAFQ
Saudi Arabia,Kidnapping,2017,Total,Total,135,PP/IAFQ
El Salvador,Kidnapping,2017,Total,Total,15,PP/IAFQ
Serbia,Kidnapping,2017,Total,Total,11,PP/IAFQ
Slovakia,Kidnapping,2017,Total,Total,89,PP/IAFQ
Slovenia,Kidnapping,2017,Total,Total,1,PP/IAFQ
Timor-Leste,Kidnapping,2017,Total,Total,4,PP/IAFQ
Trinidad and Tobago,Kidnapping,2017,Total,Total,6,PP/IAFQ
Ukraine,Kidnapping,2017,Total,Total,507,PP/IAFQ
Uruguay,Kidnapping,2017,Total,Total,37,PP/IAFQ
Uzbekistan,Kidnapping,2017,Total,Total,23,PP/IAFQ
Saint Vincent and the Grenadines,Kidnapping,2017,Total,Total,6,PP/IAFQ
Venezuela (Bolivarian Republic of),Kidnapping,2017,Total,Total,308,PP/IAFQ
Kosovo under UNSCR 1244,Kidnapping,2017,Total,Total,16,PP/IAFQ
South Africa,Kidnapping,2017,Total,Total,5455,PP/IAFQ
Albania,Kidnapping,2018,Total,Total,5,PP/IAFQ
Andorra,Kidnapping,2018,Total,Total,0,PP/IAFQ
United Arab Emirates,Kidnapping,2018,Total,Total,77,IAFQ
Argentina,Kidnapping,2018,Total,Total,193,IAFQ
Armenia,Kidnapping,2018,Total,Total,55,IAFQ/NA
Antigua and Barbuda,Kidnapping,2018,Total,Total,2,IAFQ/NA
Australia,Kidnapping,2018,Total,Total,444,IAFQ
Austria,Kidnapping,2018,Total,Total,5,IAFQ
Azerbaijan,Kidnapping,2018,Total,Total,3,PP/IAFQ
Bulgaria,Kidnapping,2018,Total,Total,63,IAFQ
Bahamas,Kidnapping,2018,Total,Total,10,IAFQ
Bosnia and Herzegovina,Kidnapping,2018,Total,Total,1,PP/IAFQ
Belarus,Kidnapping,2018,Total,Total,8,IAFQ
Belize,Kidnapping,2018,Total,Total,1,IAFQ
Bolivia (Plurinational State of),Kidnapping,2018,Total,Total,27,IAFQ
Brazil,Kidnapping,2018,Total,Total,659,IAFQ
Barbados,Kidnapping,2018,Total,Total,8,IAFQ/NA
Bhutan,Kidnapping,2018,Total,Total,0,IAFQ
Canada,Kidnapping,2018,Total,Total,3490,IAFQ/NA
Switzerland,Kidnapping,2018,Total,Total,8,IAFQ/NA
Chile,Kidnapping,2018,Total,Total,306,IAFQ
Colombia,Kidnapping,2018,Total,Total,374,IAFQ
Cabo Verde,Kidnapping,2018,Total,Total,14,IAFQ
Costa Rica,Kidnapping,2018,Total,Total,11,IAFQ
Cyprus,Kidnapping,2018,Total,Total,4,IAFQ
Czechia,Kidnapping,2018,Total,Total,13,IAFQ
Germany,Kidnapping,2018,Total,Total,4563,IAFQ
Dominica,Kidnapping,2018,Total,Total,1,IAFQ
Algeria,Kidnapping,2018,Total,Total,255,IAFQ
Ecuador,Kidnapping,2018,Total,Total,755,IAFQ
Spain,Kidnapping,2018,Total,Total,81,IAFQ
Estonia,Kidnapping,2018,Total,Total,0,IAFQ
Finland,Kidnapping,2018,Total,Total,4,IAFQ
United Kingdom (England and Wales),Kidnapping,2018,Total,Total,5223,PP/IAFQ
United Kingdom (Northern Ireland),Kidnapping,2018,Total,Total,82,PP/IAFQ
United Kingdom (Scotland),Kidnapping,2018,Total,Total,268,PP/IAFQ
Ghana,Kidnapping,2018,Total,Total,64,IAFQ
Greece,Kidnapping,2018,Total,Total,74,PP/IAFQ
Grenada,Kidnapping,2018,Total,Total,0,PP/IAFQ
Guatemala,Kidnapping,2018,Total,Total,258,PP/IAFQ
Guyana,Kidnapping,2018,Total,Total,0,PP/IAFQ
"China, Hong Kong Special Administrative Region",Kidnapping,2018,Total,Total,0,PP/IAFQ
Honduras,Kidnapping,2018,Total,Total,39,IAFQ
Croatia,Kidnapping,2018,Total,Total,0,IAFQ
Haiti,Kidnapping,2018,Total,Total,46,IAFQ
Hungary,Kidnapping,2018,Total,Total,3,IAFQ
Indonesia,Kidnapping,2018,Total,Total,222,IAFQ/NA
Ireland,Kidnapping,2018,Total,Total,85,IAFQ
Iraq (Central Iraq),Kidnapping,2018,Total,Total,1078,IAFQ
Israel,Kidnapping,2018,Total,Total,586,IAFQ
Italy,Kidnapping,2018,Total,Total,185,IAFQ
Jamaica,Kidnapping,2018,Total,Total,11,IAFQ
Jordan,Kidnapping,2018,Total,Total,163,PP/IAFQ/NA
Kenya,Kidnapping,2018,Total,Total,11,IAFQ
Kyrgyzstan,Kidnapping,2018,Total,Total,20,IAFQ
Saint Kitts and Nevis,Kidnapping,2018,Total,Total,1,IAFQ
Republic of Korea,Kidnapping,2018,Total,Total,45,IAFQ
Saint Lucia,Kidnapping,2018,Total,Total,8,IAFQ
Sri Lanka,Kidnapping,2018,Total,Total,260,IAFQ
Lithuania,Kidnapping,2018,Total,Total,0,IAFQ
Luxembourg,Kidnapping,2018,Total,Total,36,IAFQ
Latvia,Kidnapping,2018,Total,Total,10,IAFQ
"China, Macao Special Administrative Region",Kidnapping,2018,Total,Total,0,IAFQ
Morocco,Kidnapping,2018,Total,Total,826,IAFQ
Republic of Moldova,Kidnapping,2018,Total,Total,61,IAFQ
Mexico,Kidnapping,2018,Total,Total,1843,IAFQ
Malta,Kidnapping,2018,Total,Total,0,IAFQ
Myanmar,Kidnapping,2018,Total,Total,6,IAFQ
Montenegro,Kidnapping,2018,Total,Total,0,IAFQ
Mongolia,Kidnapping,2018,Total,Total,6,IAFQ
Namibia,Kidnapping,2018,Total,Total,101,IAFQ
Nicaragua,Kidnapping,2018,Total,Total,2,IAFQ
Netherlands (Kingdom of the),Kidnapping,2018,Total,Total,425,IAFQ
New Zealand,Kidnapping,2018,Total,Total,444,PP/IAFQ
Oman,Kidnapping,2018,Total,Total,11,IAFQ
Pakistan,Kidnapping,2018,Total,Total,20060,PP/IAFQ
Panama,Kidnapping,2018,Total,Total,18,IAFQ
Peru,Kidnapping,2018,Total,Total,1350,IAFQ
Philippines,Kidnapping,2018,Total,Total,196,IAFQ
Portugal,Kidnapping,2018,Total,Total,273,IAFQ
Paraguay,Kidnapping,2018,Total,Total,5,IAFQ
State of Palestine,Kidnapping,2018,Total,Total,141,IAFQ
Romania,Kidnapping,2018,Total,Total,304,IAFQ
Russian Federation,Kidnapping,2018,Total,Total,325,IAFQ
Saudi Arabia,Kidnapping,2018,Total,Total,89,IAFQ
El Salvador,Kidnapping,2018,Total,Total,17,IAFQ
Serbia,Kidnapping,2018,Total,Total,14,IAFQ
Slovakia,Kidnapping,2018,Total,Total,92,IAFQ
Slovenia,Kidnapping,2018,Total,Total,6,IAFQ
Thailand,Kidnapping,2018,Total,Total,11,IAFQ
Trinidad and Tobago,Kidnapping,2018,Total,Total,20,PP/IAFQ
Ukraine,Kidnapping,2018,Total,Total,566,IAFQ
Uruguay,Kidnapping,2018,Total,Total,24,IAFQ
Uzbekistan,Kidnapping,2018,Total,Total,30,IAFQ/NA
Saint Vincent and the Grenadines,Kidnapping,2018,Total,Total,18,IAFQ/NA
Venezuela (Bolivarian Republic of),Kidnapping,2018,Total,Total,198,IAFQ
Kosovo under UNSCR 1244,Kidnapping,2018,Total,Total,16,IAFQ
Albania,Kidnapping,2019,Total,Total,4,PP/IAFQ
Andorra,Kidnapping,2019,Total,Total,0,IAFQ
United Arab Emirates,Kidnapping,2019,Total,Total,73,IAFQ
Argentina,Kidnapping,2019,Total,Total,130,PP/IAFQ
Armenia,Kidnapping,2019,Total,Total,43,IAFQ
Antigua and Barbuda,Kidnapping,2019,Total,Total,5,IAFQ
Australia,Kidnapping,2019,Total,Total,526,IAFQ
Austria,Kidnapping,2019,Total,Total,6,IAFQ
Azerbaijan,Kidnapping,2019,Total,Total,11,IAFQ/NA
Bulgaria,Kidnapping,2019,Total,Total,72,IAFQ
Bahamas,Kidnapping,2019,Total,Total,16,IAFQ/NA
Bosnia and Herzegovina,Kidnapping,2019,Total,Total,7,IAFQ/NA
Belarus,Kidnapping,2019,Total,Total,8,IAFQ
Bolivia (Plurinational State of),Kidnapping,2019,Total,Total,40,IAFQ
Brazil,Kidnapping,2019,Total,Total,538,IAFQ
Barbados,Kidnapping,2019,Total,Total,8,IAFQ
Bhutan,Kidnapping,2019,Total,Total,0,IAFQ
Canada,Kidnapping,2019,Total,Total,3715,IAFQ
Switzerland,Kidnapping,2019,Total,Total,5,IAFQ
Chile,Kidnapping,2019,Total,Total,402,IAFQ
Cameroon,Kidnapping,2019,Total,Total,133,IAFQ
Colombia,Kidnapping,2019,Total,Total,374,IAFQ
Costa Rica,Kidnapping,2019,Total,Total,13,IAFQ
Cyprus,Kidnapping,2019,Total,Total,8,IAFQ
Czechia,Kidnapping,2019,Total,Total,12,IAFQ
Germany,Kidnapping,2019,Total,Total,4514,PP/IAFQ
Dominica,Kidnapping,2019,Total,Total,2,PP/IAFQ
Dominican Republic,Kidnapping,2019,Total,Total,256,PP/IAFQ
Algeria,Kidnapping,2019,Total,Total,59,IAFQ
Ecuador,Kidnapping,2019,Total,Total,858,PP/IAFQ
Spain,Kidnapping,2019,Total,Total,89,PP/IAFQ
Estonia,Kidnapping,2019,Total,Total,0,PP/IAFQ
Finland,Kidnapping,2019,Total,Total,1,PP/IAFQ
United Kingdom (England and Wales),Kidnapping,2019,Total,Total,5249,PP/IAFQ
United Kingdom (Northern Ireland),Kidnapping,2019,Total,Total,79,IAFQ
United Kingdom (Scotland),Kidnapping,2019,Total,Total,223,IAFQ
Ghana,Kidnapping,2019,Total,Total,88,IAFQ
Greece,Kidnapping,2019,Total,Total,72,IAFQ/NA
Grenada,Kidnapping,2019,Total,Total,0,IAFQ
Guatemala,Kidnapping,2019,Total,Total,196,IAFQ
Guyana,Kidnapping,2019,Total,Total,0,IAFQ
